date,city,state,netflow,lat,lon
2022/4/1,Austin,TX,1543,30.3005,-97.7522
2022/4/1,Philadelphia,PA,1276,40.0077,-75.1339
2022/4/1,Indianapolis,IN,980,39.7771,-86.1458
2022/4/1,Orlando,FL,688,28.4773,-81.337
2022/4/1,Milwaukee,WI,-31,43.0642,-87.9675
2022/4/1,Albany,NY,-1101,42.6664,-73.7987
2022/4/1,Salt Lake City,UT,-1175,40.7776,-111.9311
2022/4/1,Portland,OR,-2196,45.5371,-122.65
2022/4/1,Minneapolis,MN,-2795,44.9635,-93.2678
2022/4/1,Chicago,IL,-4769,41.8375,-87.6866
2022/4/1,Denver,CO,-5635,39.762,-104.8758
2022/4/1,Detroit,MI,-7334,42.3834,-83.1024
2022/4/1,Boston,MA,-12493,42.3188,-71.0852
2022/4/1,Seattle,WA,-18594,47.6211,-122.3244
2022/4/1,Washington,DC,-24492,38.9047,-77.0163
2022/4/1,New York,NY,-35165,40.6943,-73.9249
2022/4/1,Los Angeles,CA,-40632,34.1141,-118.4068
2022/4/1,San Jose,CA,-48718,37.3012,-121.848
